id,knee_depth,hip_depth,misalignment,width_of_hand,jump_height,personal_id
0,4.114674938641379,20.081081854066674,13.24423822517276,-14.312220816291052,44.38823053480138,A
1,2.1943127346764726,16.056998600683535,3.3605655041675115,-13.784516742179136,45.88516996750042,A
2,6.526472124713571,15.633803719256017,3.355817943177597,-0.6420564420107766,41.962243724731564,A
3,2.307960309481878,17.281763172857055,13.097794998792684,-6.454951853593265,45.61464526808836,A
4,3.0766175308525803,16.892114591961615,10.723249882270114,-6.547873173426808,44.22878588027682,A
5,3.353794490186708,14.831190686454008,8.624727652904937,-4.474751805822416,42.66884874767248,A
6,3.396036458315756,18.10490727070401,4.941005232111704,-9.382519565975144,43.22405579183351,A
7,4.077612758826305,17.028166599696107,3.2264754587404267,-3.7939592840326704,48.65267610162594,A
8,3.63123574259788,17.13035402524398,11.6327225501276,-7.794916752590437,43.261540774557176,A
9,2.123720933556968,16.946087579942827,6.659997805015101,-0.7754317347969479,44.61813213611558,A
10,3.4515615396429737,14.228987749757884,11.216970986602703,-22.325843666783403,61.20625213026248,A
11,7.567922369962979,17.392358924643155,2.0417105346594155,-3.0061443207415497,51.91612638189712,A
12,5.6109012227735136,17.050566777870593,7.575693168383416,-13.98270310427172,48.34908203801629,A
13,6.30680261646949,23.510617781317727,1.978951727774643,-6.078262005056162,60.12812925994305,A
14,4.5137443584029455,18.929338635158416,6.233443871336021,-6.860557838202611,56.13775615693141,A
15,7.064275816328703,15.998773965509391,3.22695844520587,-5.527457540314616,40.712939342305184,A
16,5.952982083379808,20.577414356434645,9.0987838129014,-3.298539571697944,47.28538014300173,A
17,5.567052509182702,19.344541083717942,8.857147427770792,-5.843315966461656,49.79993916402879,A
18,6.792947815283458,24.072639638394392,5.162269414770102,-3.097343823546689,45.18790518430281,A
19,4.319954776688356,15.200178128067796,-1.1105087421490896,-5.178571204933318,47.02173727335563,A
20,4.2856020476503645,18.941695323693565,14.933352114040762,-32.884059074595555,51.9191395781877,A
21,6.169531631839661,22.17123578287609,5.876389507409438,-7.376673338301416,45.552887610527584,A
22,5.824047200052583,17.241892268210954,6.58679043289722,-5.346426334582192,44.07229858403198,A
23,6.620739396385893,27.93495532648695,12.761563056105471,18.505871331488883,46.18418234328417,A
24,7.023777527890466,22.683531565220846,10.5394412122622,-7.705569349518438,46.54762860590255,A
25,8.249421394823788,19.36790760530541,10.255720698364769,-3.803702661332036,44.669974691576165,A
26,6.549477989396863,25.878718694883155,16.628694914669524,-21.84870171057824,65.5855605098399,A
27,8.782285682594228,39.138489759775176,1.6020208448351647,-26.724312313156894,35.82493190045888,B
